Observation id	Observation date	Description	Media file	Total length	FPS	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	7F0	Self-grooming			POINT	525.426	525.426	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	7F0	Wing stretch			POINT	533.434	533.434	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	C4B	Self-grooming			POINT	549.150	549.150	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	7F0	Leave cluster			POINT	566.968	566.968	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	B9A	Leave cluster			POINT	573.175	573.175	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	516	Self-grooming			POINT	608.110	608.110	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	D8A	Self-grooming			POINT	609.110	609.110	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	7F0	Active - Flying			POINT	610.513	610.513	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	7F0	Active - Walking			POINT	620.721	620.721	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	7F0	Head lift			POINT	622.724	622.724	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	90F	END			POINT	641.000	641.000	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	B9A	END			POINT	641.000	641.000	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	C4B	END			POINT	641.000	641.000	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	516	END			POINT	641.000	641.000	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	3E4	END			POINT	641.000	641.000	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	7F0	END			POINT	641.000	641.000	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	D8A	END			POINT	641.000	641.000	NA		
Sask Beach Camera 2 July 26 M2U00645	2021-07-12 18:08:48		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00645.MPG	5312.170	29.97	E77	END			POINT	641.000	641.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	90F	Still			POINT	1524.000	1524.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	B9A	Still			POINT	1524.000	1524.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	C4B	Still			POINT	1524.000	1524.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	516	Still			POINT	1524.000	1524.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	3E4	Still			POINT	1524.000	1524.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	7F0	Still			POINT	1524.000	1524.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	D8A	Still			POINT	1524.000	1524.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	E77	Still			POINT	1524.000	1524.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	3E4	Wing stretch			POINT	1637.527	1637.527	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	3E4	Self-grooming			POINT	1641.833	1641.833	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	90F	END			POINT	1644.000	1644.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	B9A	END			POINT	1644.000	1644.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	C4B	END			POINT	1644.000	1644.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	516	END			POINT	1644.000	1644.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	3E4	END			POINT	1644.000	1644.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	7F0	END			POINT	1644.000	1644.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	D8A	END			POINT	1644.000	1644.000	NA		
Sask Beach Camera 2 July 31 M2U00735	2021-07-15 19:06:28		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00735.MPG	4555.970	29.97	E77	END			POINT	1644.000	1644.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	90F	Still			POINT	2053.000	2053.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	B9A	Still			POINT	2053.000	2053.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	C4B	Still			POINT	2053.000	2053.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	516	Still			POINT	2053.000	2053.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	3E4	Still			POINT	2053.000	2053.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	7F0	Still			POINT	2053.000	2053.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	D8A	Still			POINT	2053.000	2053.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	E77	Still			POINT	2053.000	2053.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	90F	Still			POINT	2148.000	2148.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	B9A	Still			POINT	2148.000	2148.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	C4B	Still			POINT	2148.000	2148.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	516	Still			POINT	2148.000	2148.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	3E4	Still			POINT	2148.000	2148.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	7F0	Still			POINT	2148.000	2148.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	D8A	Still			POINT	2148.000	2148.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	E77	Still			POINT	2148.000	2148.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	90F	Still			POINT	2164.000	2164.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	B9A	Still			POINT	2164.000	2164.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	C4B	Still			POINT	2164.000	2164.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	516	Still			POINT	2164.000	2164.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	3E4	Still			POINT	2164.000	2164.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	7F0	Still			POINT	2164.000	2164.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	D8A	Still			POINT	2164.000	2164.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	E77	Still			POINT	2164.000	2164.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	516	Crawl over			POINT	2169.813	2169.813	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	D8A	Allow crawl over			POINT	2169.813	2169.813	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	90F	END			POINT	2173.000	2173.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	B9A	END			POINT	2173.000	2173.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	C4B	END			POINT	2173.000	2173.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	516	END			POINT	2173.000	2173.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	3E4	END			POINT	2173.000	2173.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	7F0	END			POINT	2173.000	2173.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	D8A	END			POINT	2173.000	2173.000	NA		
Sask Beach Camera 2 July 28 M2U00654	2021-07-15 14:09:39		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00654.MPG	5171.570	29.97	E77	END			POINT	2173.000	2173.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	90F	Leave cluster			POINT	2173.517	2173.517	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	90F	Still			POINT	2174.000	2174.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	B9A	Still			POINT	2174.000	2174.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	C4B	Still			POINT	2174.000	2174.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	516	Still			POINT	2174.000	2174.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	3E4	Still			POINT	2174.000	2174.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	7F0	Wing stretch			POINT	2174.000	2174.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	D8A	Still			POINT	2174.000	2174.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	E77	Still			POINT	2174.000	2174.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	7F0	Head lift			POINT	2179.079	2179.079	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	7F0	Leave cluster			POINT	2187.689	2187.689	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	90F	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	B9A	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	C4B	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	516	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	3E4	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	7F0	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	D8A	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	E77	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	90F	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	B9A	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	C4B	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	516	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	3E4	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	7F0	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	D8A	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	E77	Still			POINT	2191.000	2191.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	E77	Self-grooming			POINT	2193.194	2193.194	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	516	Leave cluster			POINT	2194.238	2194.238	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	B9A	Wing stretch			POINT	2198.242	2198.242	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	D8A	Wing stretch			POINT	2199.600	2199.600	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	C4B	Self-grooming			POINT	2199.899	2199.899	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	7F0	Active - Walking			POINT	2199.899	2199.899	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	B9A	Self-grooming			POINT	2200.444	2200.444	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	7F0	Self-grooming			POINT	2200.600	2200.600	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	90F	Still			POINT	2203.000	2203.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	B9A	Still			POINT	2203.000	2203.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	C4B	Still			POINT	2203.000	2203.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	516	Still			POINT	2203.000	2203.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	3E4	Still			POINT	2203.000	2203.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	7F0	Still			POINT	2203.000	2203.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	D8A	Still			POINT	2203.000	2203.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	E77	Still			POINT	2203.000	2203.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	7F0	Self-grooming			POINT	2203.104	2203.104	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	B9A	Block ACU			POINT	2206.050	2206.050	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	516	ACU - Head first			POINT	2206.050	2206.050	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	7F0	ACU - Head first			POINT	2208.809	2208.809	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	3E4	Head lift			POINT	2209.108	2209.108	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	D8A	Block ACU			POINT	2210.211	2210.211	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	90F	Still			POINT	2213.000	2213.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	B9A	Still			POINT	2213.000	2213.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	C4B	Still			POINT	2213.000	2213.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	516	Still			POINT	2213.000	2213.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	3E4	Still			POINT	2213.000	2213.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	7F0	Still			POINT	2213.000	2213.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	D8A	Still			POINT	2213.000	2213.000	NA		
